"RPS","Completed Requests (%)","Max CPU Utilization %","Working Set (MB)","Latency 75% (ms)","Completed Requests","Memory Limit (MB)","Latency 50% (ms)","Scenario","Swap (MB)","Latency 90% (ms)","CPU Limit","CPU Utilization %"
"5000","65.51","100","86.0","7140","65510.0","200","5400","python-aiohttp","0.0","8170","1.0","107.8"
"5000","58.87","100","86.0","7220","58871.0","360","5270","python-aiohttp","0.0","9370","1.0","107.66"
"1","100.0","25","30.0","17.14","20.0","30","16.56","python-flask","1.0","17.18","0.25","18.92"
"1","100.0","25","35.0","17.3","20.0","50","17.09","python-flask","0.0","17.65","0.25","13.82"
"1","100.0","25","35.0","17.17","20.0","90","16.64","python-flask","0.0","17.38","0.25","10.87"
"1","100.0","50","35.0","16.8","20.0","100","16.67","python-flask","0.0","17.39","0.5","8.18"
"1","100.0","50","35.0","17.01","20.0","180","16.69","python-flask","0.0","17.34","0.5","7.57"
"1","100.0","50","35.0","16.88","20.0","60","16.59","python-flask","0.0","17.12","0.5","18.31"
"1","100.0","100","35.0","17.04","20.0","120","16.69","python-flask","0.0","17.2","1.0","28.91"
"1","100.0","100","35.0","16.93","20.0","200","16.58","python-flask","0.0","17.1","1.0","28.93"
"1","100.0","100","35.0","16.96","20.0","360","16.62","python-flask","0.0","17.12","1.0","28.65"
"100","58.80","25","30.0","7230","1176.0","30","6220","python-flask","0.0","7840","0.25","25.83"
"100","58.40","25","35.0","7270","1168.0","50","6250","python-flask","0.0","7910","0.25","25.36"
"100","58.40","25","35.0","7330","1168.0","90","6280","python-flask","0.0","7960","0.25","25.93"
"100","68.40","50","35.0","5560","1368.0","100","4770","python-flask","0.0","6030","0.5","29.22"
"100","68.25","50","35.0","5580","1365.0","180","4780","python-flask","0.0","6050","0.5","28.91"
"100","68.25","50","35.0","5570","1365.0","60","4780","python-flask","0.0","6050","0.5","28.89"
"100","68.20","100","35.0","5590","1364.0","120","4800","python-flask","0.0","6070","1.0","28.9"
"100","68.20","100","35.0","5590","1364.0","200","4800","python-flask","0.0","6070","1.0","28.84"
"100","68.20","100","35.0","5590","1364.0","360","4790","python-flask","0.0","6060","1.0","28.97"
"1000","5.86","25","30.0","16490","1172.0","30","14150","python-flask","1.0","17910","0.25","25.79"
"1000","5.80","25","35.0","16510","1159.0","50","14120","python-flask","0.0","17910","0.25","25.75"
"1000","5.80","25","35.0","16500","1160.0","90","14140","python-flask","0.0","17910","0.25","25.44"
"1000","6.82","50","35.0","16330","1365.0","100","13990","python-flask","0.0","17730","0.5","28.94"
"1000","6.79","50","35.0","16310","1358.0","180","14000","python-flask","0.0","17710","0.5","29.57"
"1000","6.83","50","35.0","16320","1366.0","60","13980","python-flask","0.0","17710","0.5","28.74"
"1000","6.82","100","35.0","16320","1363.0","120","13990","python-flask","0.0","17730","1.0","29.8"
"1000","6.82","100","35.0","16320","1364.0","200","14000","python-flask","0.0","17730","1.0","28.99"
"1000","6.84","100","35.0","16310","1367.0","360","13980","python-flask","0.0","17730","1.0","28.88"
"10000","0.59","25","30.0","17400","1171.0","30","14860","python-flask","1.0","18890","0.25","25.59"
"10000","0.58","25","35.0","17370","1160.0","50","14890","python-flask","0.0","18860","0.25","25.44"
"10000","0.58","25","35.0","17370","1165.0","90","14880","python-flask","0.0","18860","0.25","26.12"
"10000","0.68","50","35.0","17350","1368.0","100","14850","python-flask","0.0","18870","0.5","28.77"
"10000","0.68","50","35.0","17350","1365.0","180","14870","python-flask","0.0","18860","0.5","29.1"
"10000","0.68","50","35.0","17330","1365.0","60","14870","python-flask","0.0","18810","0.5","29.56"
"10000","0.68","100","35.0","17350","1368.0","120","14870","python-flask","0.0","18870","1.0","28.87"
"10000","0.68","100","35.0","17370","1369.0","200","14850","python-flask","0.0","18890","1.0","28.71"
"10000","0.68","100","35.0","17380","1367.0","360","14880","python-flask","0.0","18870","1.0","29.28"
"500","11.60","25","30.0","15510","1160.0","30","13310","python-flask","1.0","16830","0.25","25.48"
"500","11.70","25","35.0","15470","1170.0","50","13250","python-flask","0.0","16810","0.25","25.35"
"500","11.83","25","35.0","15430","1183.0","90","13250","python-flask","0.0","16750","0.25","25.83"
"500","13.60","50","35.0","15130","1360.0","100","12960","python-flask","0.0","16420","0.5","29.34"
"500","13.65","50","35.0","15110","1365.0","180","12970","python-flask","0.0","16410","0.5","28.96"
"500","13.66","50","35.0","15110","1366.0","60","12960","python-flask","0.0","16410","0.5","28.92"
"500","13.62","100","35.0","15140","1362.0","120","12980","python-flask","0.0","16420","1.0","29.35"
"500","13.66","100","35.0","15110","1366.0","200","12950","python-flask","0.0","16400","1.0","28.85"
"500","13.65","100","35.0","15110","1365.0","360","12960","python-flask","0.0","16420","1.0","29.04"
"5000","1.18","25","30.0","17320","1175.0","30","14860","python-flask","0.0","18780","0.25","25.53"
"5000","1.16","25","35.0","17300","1160.0","50","14820","python-flask","0.0","18780","0.25","25.69"
"5000","1.18","25","35.0","17300","1175.0","90","14840","python-flask","0.0","18780","0.25","25.62"
"5000","1.37","50","35.0","17270","1366.0","100","14790","python-flask","0.0","18740","0.5","28.92"
"5000","1.36","50","35.0","17270","1361.0","180","14790","python-flask","0.0","18740","0.5","29.1"
"5000","1.37","50","35.0","17250","1366.0","60","14770","python-flask","0.0","18740","0.5","28.89"
"5000","1.36","100","35.0","17270","1365.0","120","14790","python-flask","0.0","18740","1.0","29.13"
"5000","1.37","100","35.0","17270","1366.0","200","14780","python-flask","0.0","18740","1.0","28.65"
"5000","1.36","100","35.0","17270","1365.0","360","14770","python-flask","0.0","18740","1.0","29.15"
